#,Set,Set,Name,Team,Pts,Year,OB/C,Sp/IP,Pos,Pos1,Pos2,Arm,Icon,PU,SO,GB,FB,BB,1B,1B+,2B,3B,HR
66,1ST,1ST,Rheal Cormier,Red Sox,150,2000,6,1,Reliever,Reliever,,L,,6-Apr,3-Jan,12-Jul,13-15,16-,17-19,-,20-,-,-
67,1ST,1ST,Nomar Garciaparra,Red Sox,470,2000,10,15,SS+1,SS+1,,R,,-,-,2-Jan,4-Mar,7-May,14-Aug,15-,16-18,-,19-20
68,1ST,1ST,Butch Huskey,Red Sox,290,2000,7,15,LF-RF+2,LF-RF+2,,R,,-,-,1-,3-Feb,6-Apr,14-Jul,-,15-,-,16-20
69,1ST,1ST,Darren Lewis,Red Sox,140,2000,7,20,CF+3 LF-RF+2,CF+3 ,LF-RF+2,R,,-,-,4-Jan,5-,10-Jun,17-Nov,18-19,-,20-,-
70,1ST,1ST,Derek Lowe,Red Sox,180,2000,6,1,Reliever,Reliever,,R,,7-May,4-Jan,14-Aug,15-16,17-,18-19,-,20-,-,-
71,1ST,1ST,Pedro Martinez,Red Sox,660,2000,5,7,Starter,Starter,,R,,11-Oct,9-Jan,14-Dec,15-17,-,18-19,-,20-,-,-
72,1ST,1ST,Trot Nixon,Red Sox,260,2000,8,15,LF-RF+1,LF-RF+1,,L,,-,1-,2-,4-Mar,10-May,15-Nov,-,16-17,18-,19-20
73,1ST,1ST,Jose Offerman,Red Sox,320,2000,9,15,2B+2,2B+2,,S,,-,-,2-Jan,4-Mar,10-May,15-Nov,16-,17-18,19-,20+
74,1ST,1ST,Troy OLeary,Red Sox,270,2000,8,10,LF-RF+0,LF-RF+0,,L,,-,1-,3-Feb,5-Apr,8-Jun,14-Sep,-,15-16,17-,18-20
75,1ST,1ST,Mark Portugal,Red Sox,120,2000,3,5,Starter,Starter,,R,,5-Apr,3-Jan,11-Jun,16-Dec,-,17-18,-,19-,-,20+
76,1ST,1ST,Pat Rapp,Red Sox,370,2000,4,5,Starter,Starter,,R,,5-Apr,3-Jan,12-Jun,13-15,16-17,18-20,-,-,-,-
77,1ST,1ST,Mike Stanley,Red Sox,290,2000,9,10,1B+0,1B+0,,R,,-,2-Jan,-,4-Mar,11-May,16-Dec,-,17-18,-,19-20
78,1ST,1ST,John Valentin,Red Sox,140,2000,6,10,3B+2,3B+2,,R,,-,-,-,2-Jan,6-Mar,14-Jul,-,15-17,-,18-20
79,1ST,1ST,Jason Varitek,Red Sox,230,2000,7,10,C+5,C+5,,S,,-,1-,2-,4-Mar,7-May,12-Aug,-,13-17,-,18-20
80,1ST,1ST,Tim Wakefield,Red Sox,220,2000,4,2,Reliever,Reliever,,R,,6-May,4-Jan,10-Jul,15-Nov,16-17,18-19,-,20-,-,-
81,1ST,1ST,Rick Aguilera,Cubs,170,2000,3,1,Closer,Closer,,R,,7-Jun,5-Jan,12-Aug,13-18,-,19-,-,20-,-,-
82,1ST,1ST,Jeff Blauser,Cubs,320,2000,8,15,2B-SS+2 3B+1,2B-SS+2 ,3B+1,R,,-,3-Jan,4-,5-,12-Jun,13-16,-,-,17-,18-20
83,1ST,1ST,Kyle Farnsworth,Cubs,170,2000,4,6,Starter,Starter,,R,,6-Apr,3-Jan,10-Jul,15-Nov,16-,17-18,-,19-,-,20+
84,1ST,1ST,Gary Gaetti,Cubs,100,2000,5,10,3B+3,3B+3,,R,,-,-,3-Jan,5-Apr,9-Jun,15-Oct,-,-,-,16-20
85,1ST,1ST,Mark Grace,Cubs,300,2000,9,15,1B+0,1B+0,,L,,-,-,2-Jan,4-Mar,9-May,15-Oct,-,16-18,19-,20+
86,1ST,1ST,Lance Johnson,Cubs,180,2000,7,20,OF+2,OF+2,,L,,-,-,3-Jan,-,8-Apr,16-Sep,17-18,-,19-20,-
87,1ST,1ST,Jon Lieber,Cubs,420,2000,5,6,Starter,Starter,,R,,8-Jul,6-Jan,12-Sep,13-15,-,16-19,-,20-,-,-
88,1ST,1ST,Mickey Morandini,Cubs,110,2000,7,15,2B+3,2B+3,,L,,-,-,3-Jan,5-Apr,10-Jun,17-Nov,18-,19-,20-,-
89,1ST,1ST,Jose Nieves,Cubs,70,2000,6,10,SS+0,SS+0,,R,,-,-,2-Jan,4-Mar,5-,17-Jun,-,18-19,-,20+
90,1ST,1ST,Jeff Reed,Cubs,180,2000,9,10,C+4,C+4,,L,,-,2-Jan,4-Mar,5-,12-Jun,13-17,-,18-19,20-,-
91,1ST,1ST,Henry Rodriguez,Cubs,390,2000,9,15,LF-RF+1,LF-RF+1,,L,,-,3-Jan,-,5-Apr,9-Jun,15-Oct,-,16-17,-,18-20
92,1ST,1ST,Scott Sanders,Cubs,70,2000,0,1,Reliever,Reliever,,R,,8-Jul,6-Jan,13-Sep,14-18,19-,20-,-,-,-,-
93,1ST,1ST,Benito Santiago,Cubs,140,2000,6,15,C+7,C+7,,R,,-,1-,2-,3-,6-Apr,15-Jul,-,16-17,18-,19-20
94,1ST,1ST,Sammy Sosa,Cubs,480,2000,8,15,LF-RF+1,LF-RF+1,,R,,-,2-Jan,-,4-Mar,8-May,12-Sep,-,13-,-,14-20
95,1ST,1ST,Steve Trachsel,Cubs,330,2000,3,6,Starter,Starter,,R,,7-Jun,5-Jan,12-Aug,13-16,17-,18-19,-,20-,-,-
96,1ST,1ST,James Baldwin,White Sox,330,2000,3,6,Starter,Starter,,R,,6-Apr,3-Jan,11-Jul,16-Dec,17-,18-19,-,20-,-,-
97,1ST,1ST,Mike Caruso,White Sox,50,2000,5,15,SS+3,SS+3,,L,,-,-,2-Jan,-,-,17-Mar,18-19,-,20-,-
98,1ST,1ST,Ray Durham,White Sox,370,2000,9,20,2B+2,2B+2,,S,,-,1-,4-Feb,5-,9-Jun,15-Oct,16-17,18-,19-,20+
99,1ST,1ST,Brook Fordyce,White Sox,230,2000,8,15,C+6,C+6,,R,,-,-,3-Jan,5-Apr,7-Jun,15-Aug,-,16-19,-,20+
100,1ST,1ST,Bob Howry,White Sox,180,2000,5,1,Closer,Closer,,R,,8-Jul,6-Jan,11-Sep,15-Dec,16-18,19-20,-,-,-,-
101,1ST,1ST,Paul Konerko,White Sox,270,2000,8,10,1B+0,1B+0,,R,,-,-,3-Jan,5-Apr,8-Jun,14-Sep,-,15-16,17-,18-20
102,1ST,1ST,Carlos Lee,White Sox,220,2000,7,15,LF-RF+1,LF-RF+1,,R,,-,-,2-Jan,5-Mar,-,14-Jun,-,15-17,-,18-20
103,1ST,1ST,Greg Norton,White Sox,240,2000,8,15,3B+0,3B+0,,S,,-,1-,3-Feb,4-,11-May,16-Dec,-,17-18,-,19-20
104,1ST,1ST,Magglio Ordonez,White Sox,320,2000,8,15,LF-RF+2,LF-RF+2,,R,,-,-,3-Jan,5-Apr,6-,13-Jul,14-,15-16,17-,18-20
105,1ST,1ST,Jim Parque,White Sox,160,2000,0,6,Starter,Starter,,L,,7-May,4-Jan,13-Aug,14-18,19-,20-,-,-,-,-
106,1ST,1ST,Bill Simas,White Sox,100,2000,3,1,Reliever,Reliever,,R,,6-Apr,3-Jan,11-Jul,16-Dec,17-,18-19,-,20-,-,-
107,1ST,1ST,Chris Singleton,White Sox,310,2000,7,20,CF+3 LF-RF+2,CF+3 ,LF-RF+2,L,,-,-,2-Jan,4-Mar,-,11-May,13-Dec,14-16,17-,18-20
108,1ST,1ST,Mike Sirotka,White Sox,490,2000,5,7,Starter,Starter,,L,,5-Apr,3-Jan,11-Jun,15-Dec,16-,17-19,-,20-,-,-
109,1ST,1ST,Frank Thomas,White Sox,340,2000,10,15,1B+0,1B+0,,R,,-,-,2-Jan,5-Mar,11-Jun,17-Dec,-,18-19,-,20+
110,1ST,1ST,Craig Wilson,White Sox,100,2000,6,15,3B+1,3B+1,,R,,-,-,2-Jan,3-,7-Apr,18-Aug,-,-,-,19-20
111,1ST,1ST,Aaron Boone,Reds,240,2000,7,20,3B+2,3B+2,,R,,-,-,2-Jan,4-Mar,6-May,13-Jul,14-15,16-17,18-,19-20
112,1ST,1ST,Mike Cameron,Reds,340,2000,8,20,OF+2,OF+2,,R,,-,3-Jan,-,4-,11-May,12-,13-14,15-17,18-,19-20
113,1ST,1ST,Sean Casey,Reds,320,2000,9,10,1B+0,1B+0,,L,,-,1-,3-Feb,4-,7-May,15-Aug,-,16-18,-,19-20
114,1ST,1ST,Danny Graves,Reds,180,2000,4,1,Closer,Closer,,R,,6-May,4-Jan,13-Jul,14-16,17-18,19-20,-,-,-,-
115,1ST,1ST,Pete Harnisch,Reds,450,2000,4,6,Starter,Starter,,R,,6-May,4-Jan,11-Jul,16-Dec,17-,18-19,-,20-,-,-
116,1ST,1ST,Barry Larkin,Reds,360,2000,9,20,SS+5,SS+5,,R,,-,-,3-Jan,4-,10-May,15-Nov,16-17,18-19,-,20+
117,1ST,1ST,Pokey Reese,Reds,240,2000,7,20,2B+5,2B+5,,R,,-,-,2-Jan,4-Mar,5-,12-Jun,13-15,16-18,19-,20+
118,1ST,1ST,Scott Sullivan,Reds,150,2000,6,1,Reliever,Reliever,,R,,7-May,4-Jan,10-Aug,15-Nov,16-17,18-19,-,20-,-,-
119,1ST,1ST,Eddie Taubensee,Reds,330,2000,8,10,C+2,C+2,,L,,-,-,2-Jan,4-Mar,5-,14-Jun,-,15-16,-,17-20
120,1ST,1ST,Brett Tomko,Reds,230,2000,5,6,Starter,Starter,,R,,6-May,4-Jan,10-Jul,15-Nov,16-,17-,-,18-19,-,20+
121,1ST,1ST,Michael Tucker,Reds,260,2000,7,20,LF-RF+1,LF-RF+1,,L,,-,2-Jan,-,3-,9-Apr,14-Oct,15-16,-,17-,18-20
122,1ST,1ST,Greg Vaughn,Reds,410,2000,8,20,LF-RF+2,LF-RF+2,,R,,-,2-Jan,3-,5-Apr,12-Jun,13-,14-,15-,-,16-20
123,1ST,1ST,Ron Villone,Reds,340,2000,3,6,Starter,Starter,,L,,8-May,4-Jan,12-Sep,13-16,17-18,19-,-,20-,-,-
124,1ST,1ST,Scott Williamson,Reds,190,2000,3,1,Closer,Closer,,R,,9-,8-Jan,13-Oct,14-18,19-20,-,-,-,-,-
125,1ST,1ST,Dmitri Young,Reds,330,2000,8,15,LF-RF+1,LF-RF+1,,S,,-,1-,4-Feb,-,6-May,13-Jul,-,14-17,-,18-20
126,1ST,1ST,Roberto Alomar,Indians,560,2000,10,20,2B+3,2B+3,,S,,-,1-,2-,4-Mar,10-May,14-Nov,15-16,17-18,-,19-20
127,1ST,1ST,Harold Baines,Indians,340,2000,9,10,DH,DH,,L,,-,-,2-Jan,4-Mar,8-May,16-Sep,-,17-,-,18-20
128,1ST,1ST,Dave Burba,Indians,370,2000,3,7,Starter,Starter,,R,,6-May,4-Jan,11-Jul,16-Dec,17-,18-19,-,20-,-,-
129,1ST,1ST,Bartolo Colon,Indians,440,2000,3,6,Starter,Starter,,R,,7-May,4-Jan,13-Aug,14-17,18-,19-,-,20-,-,-
130,1ST,1ST,Einar Diaz,Indians,160,2000,7,15,C+7,C+7,,R,,-,-,2-Jan,4-Mar,6-May,16-Jul,17-,18-19,-,20+
131,1ST,1ST,Travis Fryman,Indians,150,2000,6,15,3B+2,3B+2,,R,,-,-,1-,3-Feb,6-Apr,14-Jul,-,15-17,-,18-20
132,1ST,1ST,Mike Jackson,Indians,200,2000,6,1,Closer,Closer,,R,,7-May,4-Jan,12-Aug,13-15,16-17,18-20,-,-,-,-
133,1ST,1ST,David Justice,Indians,350,2000,10,10,LF-RF+2,LF-RF+2,,L,,-,2-Jan,4-Mar,5-,12-Jun,13-17,-,18-,-,19-20
134,1ST,1ST,Kenny Lofton,Indians,440,2000,10,20,CF+2 LF-RF+1,CF+2 ,LF-RF+1,L,,-,2-Jan,4-Mar,5-,11-Jun,16-Dec,17-,18-19,-,20+
135,1ST,1ST,Charles Nagy,Indians,320,2000,3,6,Starter,Starter,,R,,6-Apr,3-Jan,12-Jul,13-16,-,17-19,-,20-,-,-
136,1ST,1ST,Manny Ramirez,Indians,560,2000,10,10,LF-RF+1,LF-RF+1,,R,,-,2-Jan,-,3-,9-Apr,14-Oct,-,15-16,-,17-20
137,1ST,1ST,Richie Sexson,Indians,290,2000,6,15,LF-RF+0 1B+0,LF-RF+0 ,1B+0,R,,-,1-,2-,-,5-Mar,10-Jun,-,11-,13-Dec,14-20
138,1ST,1ST,Paul Shuey,Indians,160,2000,6,1,Reliever,Reliever,,R,,8-Jul,6-Jan,13-Sep,14-15,16-17,18-19,-,20-,-,-
139,1ST,1ST,Jim Thome,Indians,430,2000,10,10,1B+0,1B+0,,L,,-,4-Jan,-,-,13-May,14-16,-,17-,-,18-20
140,1ST,1ST,Omar Vizquel,Indians,410,2000,10,20,SS+5,SS+5,,S,,-,-,2-Jan,5-Mar,9-Jun,16-Oct,17-18,19-20,-,-
141,1ST,1ST,Enrique Wilson,Indians,130,2000,7,15,2B-SS+1 3B+1,2B-SS+1 ,3B+1,S,,-,-,3-Jan,5-Apr,7-Jun,15-Aug,16-,17-20,-,-
142,1ST,1ST,Kurt Abbott,Rockies,220,2000,7,15,2B+4,2B+4,,R,,-,3-Jan,4-,5-,-,14-Jun,-,15-17,18-,19-20
143,1ST,1ST,Pedro Astacio,Rockies,220,2000,4,7,Starter,Starter,,R,,7-Jun,5-Jan,11-Aug,15-Dec,16-,17-18,-,19-,-,20+
144,1ST,1ST,Jeff Barry,Rockies,190,2000,7,10,CF+0 LF-RF+1,CF+0 ,LF-RF+1,S,,-,-,-,3-Jan,9-Apr,13-Oct,-,14-18,-,19-20
145,1ST,1ST,Dante Bichette,Rockies,350,2000,8,15,LF-RF+0,LF-RF+0,,R,,-,-,2-Jan,4-Mar,7-May,13-Aug,-,14-16,-,17-20
146,1ST,1ST,Henry Blanco,Rockies,190,2000,7,15,C+8,C+8,,R,,-,-,-,5-Jan,11-Jun,16-Dec,-,17-,18-,19-20
147,1ST,1ST,Brian Bohanon,Rockies,10,2000,0,6,Starter,Starter,,L,,7-May,4-Jan,12-Aug,13-17,18-,19-,-,20-,-,-
148,1ST,1ST,Vinny Castilla,Rockies,290,2000,7,15,3B+2,3B+2,,R,,-,-,2-Jan,4-Mar,6-May,14-Jul,-,15-,-,16-20
149,1ST,1ST,Jerry Dipoto,Rockies,70,2000,0,1,Reliever,Reliever,,R,,7-,6-Jan,13-Aug,14-18,19-,20-,-,-,-,-
150,1ST,1ST,Todd Helton,Rockies,420,2000,9,15,1B+0,1B+0,,L,,-,-,2-Jan,4-Mar,8-May,14-Sep,-,15-16,17-,18-20
151,1ST,1ST,Darryl Kile,Rockies,10,2000,0,6,Starter,Starter,,R,,6-May,4-Jan,12-Jul,13-17,18-,19-,-,20-,-,-
152,1ST,1ST,Curtis Leskanic,Rockies,60,2000,0,1,Reliever,Reliever,,R,,9-Aug,7-Jan,16-Oct,17-18,19-,-,-,20-,-,-
153,1ST,1ST,Neifi Perez,Rockies,180,2000,6,15,SS+5,SS+5,,S,,-,-,1-,2-,-,14-Mar,15-,16-,17-18,19-20
154,1ST,1ST,Terry Shumpert,Rockies,560,2000,10,20,2B+4,2B+4,,R,,-,1-,-,5-Feb,8-Jun,13-Sep,14-,15-18,-,19-20
155,1ST,1ST,Dave Veres,Rockies,60,2000,0,1,Closer,Closer,,R,,10-Aug,7-Jan,15-Nov,16-18,-,19-,-,-,-,20+
156,1ST,1ST,Larry Walker,Rockies,620,2000,10,15,LF-RF+0,LF-RF+0,,L,,-,-,1-,2-,7-Mar,13-Aug,14-,15-16,-,17-20
157,1ST,1ST,Brad Ausmus,Tigers,240,2000,8,15,C+7,C+7,,R,,-,-,2-Jan,3-,9-Apr,15-Oct,16-,17-18,19-,20+
158,1ST,1ST,Frank Catalanotto,Tigers,250,2000,7,15,2B+1 1B-3B+1,2B+1 ,1B-3B+1,L,,-,1-,2-,4-Mar,6-May,14-Jul,-,15-17,-,18-20
159,1ST,1ST,Tony Clark,Tigers,300,2000,8,15,1B+0,1B+0,,S,,-,2-Jan,3-,4-,9-May,15-Oct,-,16-17,-,18-20
160,1ST,1ST,Deivi Cruz,Tigers,140,2000,6,10,SS+5,SS+5,,R,,-,-,2-Jan,3-,-,14-Apr,-,15-18,-,19-20
161,1ST,1ST,Damion Easley,Tigers,240,2000,8,15,2B+2,2B+2,,R,,-,2-Jan,4-Mar,5-,10-Jun,15-Nov,16-,17-18,-,19-20
162,1ST,1ST,Juan Encarnacion,Tigers,220,2000,6,20,LF-RF+2,LF-RF+2,,R,,-,2-Jan,4-Mar,5-,-,7-Jun,11-Aug,15-Dec,16-,17-20
163,1ST,1ST,Karim Garcia,Tigers,200,2000,5,15,LF-RF+1,LF-RF+1,,L,,-,1-,-,2-,3-,10-Apr,-,-,12-Nov,13-20
164,1ST,1ST,Bobby Higginson,Tigers,210,2000,8,15,LF-RF+1,LF-RF+1,,L,,-,1-,2-,5-Mar,13-Jun,14-17,-,18-,-,19-20
165,1ST,1ST,Todd Jones,Tigers,150,2000,3,1,Closer,Closer,,R,,7-Jun,5-Jan,13-Aug,14-16,17-18,19-20,-,-,-,-
166,1ST,1ST,Gabe Kapler,Tigers,310,2000,7,20,CF+2 LF-RF+1,CF+2 ,LF-RF+1,R,,-,-,2-Jan,5-Mar,9-Jun,12-Oct,13-,14-15,16-,17-20
167,1ST,1ST,Dave Mlicki,Tigers,340,2000,3,6,Starter,Starter,,R,,6-Apr,3-Jan,12-Jul,13-16,17-,18-19,-,20-,-,-
168,1ST,1ST,Brian Moehler,Tigers,320,2000,3,6,Starter,Starter,,R,,6-Apr,3-Jan,12-Jul,13-16,-,17-19,-,20-,-,-
169,1ST,1ST,C. J. Nitkowski,Tigers,150,2000,4,1,Reliever,Reliever,,L,,7-May,4-Jan,12-Aug,13-16,17-19,20-,-,-,-,-
170,1ST,1ST,Dean Palmer,Tigers,320,2000,7,15,3B+1,3B+1,,R,,-,2-Jan,-,3-,8-Apr,13-Sep,-,14-,-,15-20
171,1ST,1ST,Jeff Weaver,Tigers,330,2000,3,6,Starter,Starter,,R,,7-May,4-Jan,12-Aug,13-16,17-,18-19,-,20-,-,-
172,1ST,1ST,Antonio Alfonseca,Marlins,150,2000,3,1,Closer,Closer,,R,,6-May,4-Jan,13-Jul,14-16,17-,18-20,-,-,-,-
173,1ST,1ST,Bruce Aven,Marlins,320,2000,9,15,LF-RF+1,LF-RF+1,,R,,-,2-Jan,3-,5-Apr,10-Jun,17-Nov,-,18-,-,19-20
174,1ST,1ST,Dave Berg,Marlins,260,2000,8,15,2B-SS+3 3B+1,2B-SS+3 ,3B+1,R,,-,2-Jan,3-,4-,7-May,17-Aug,-,18-19,-,20+
175,1ST,1ST,Luis Castillo,Marlins,330,2000,9,20,2B+3,2B+3,,S,,-,1-,4-Feb,-,9-May,15-Oct,16-18,19-,20-,-
176,1ST,1ST,Ryan Dempster,Marlins,220,2000,4,6,Starter,Starter,,R,,7-Jun,5-Jan,11-Aug,14-Dec,15-17,18-19,-,20-,-,-
177,1ST,1ST,Brian Edmondson,Marlins,60,2000,0,1,Reliever,Reliever,,R,,7-May,4-Jan,13-Aug,14-18,19-,-,-,20-,-,-
178,1ST,1ST,Alex Gonzalez,Marlins,190,2000,6,15,SS+2,SS+2,,R,,-,1-,-,2-,-,13-Mar,-,14-15,16-17,18-20
179,1ST,1ST,Mark Kotsay,Marlins,150,2000,6,15,LF-RF+1,LF-RF+1,,L,,-,-,1-,3-Feb,-,13-Apr,14-,15-16,17-18,19-20
180,1ST,1ST,Derrek Lee,Marlins,100,2000,5,15,1B+1,1B+1,,R,,-,3-Jan,-,-,6-Apr,13-Jul,14-,15-16,-,17-20
181,1ST,1ST,Braden Looper,Marlins,120,2000,4,1,Reliever,Reliever,,R,,6-Apr,3-Jan,12-Jul,13-15,16-,17-20,-,-,-,-
182,1ST,1ST,Mike Lowell,Marlins,200,2000,7,10,3B+2,3B+2,,R,,-,2-Jan,-,4-Mar,8-May,15-Sep,-,16-17,-,18-20
183,1ST,1ST,Brian Meadows,Marlins,100,2000,0,6,Starter,Starter,,R,,6-Apr,3-Jan,12-Jul,13-18,-,19-,-,20-,-,-
184,1ST,1ST,Mike Redmond,Marlins,200,2000,9,10,C+7,C+7,,R,,-,1-,3-Feb,4-,8-May,19-Sep,-,20-,-,-
185,1ST,1ST,Dennis Springer,Marlins,210,2000,0,7,Starter,Starter,,R,,6-Apr,3-Jan,12-Jul,13-18,-,19-20,-,-,-,-
186,1ST,1ST,Preston Wilson,Marlins,350,2000,8,15,OF+0,OF+0,,R,,-,4-Jan,-,5-,9-Jun,14-Oct,15-,16-,-,17-20
187,1ST,1ST,Jeff Bagwell,Astros,570,2000,10,20,1B+0,1B+0,,L,,-,1-,-,3-Feb,12-Apr,13-15,16-,17-,-,18-20
188,1ST,1ST,Derek Bell,Astros,140,2000,6,20,LF-RF+1,LF-RF+1,,R,,-,1-,2-,-,8-Mar,15-Sep,16-17,18-,-,19-20
189,1ST,1ST,Craig Biggio,Astros,350,2000,9,20,2B+3,2B+3,,R,,-,1-,4-Feb,5-,10-Jun,15-Nov,16-,17-19,-,20+
190,1ST,1ST,Tim Bogar,Astros,160,2000,7,15,SS+5,SS+5,,R,,-,-,3-Jan,6-Apr,10-Jun,16-Nov,-,17-18,19-,20+
191,1ST,1ST,Ken Caminiti,Astros,330,2000,9,15,3B+1,3B+1,,S,,-,1-,3-Feb,5-Apr,11-Jun,16-Dec,17-,18-,-,19-20
192,1ST,1ST,Scott Elarton,Astros,440,2000,4,6,Starter,Starter,,R,,9-Jul,6-Jan,12-Oct,13-16,17-,18-19,-,20-,-,-
193,1ST,1ST,Tony Eusebio,Astros,170,2000,8,10,C+7,C+7,,R,,-,2-Jan,5-Mar,-,9-Jun,18-Oct,-,19-,-,20+
194,1ST,1ST,Carl Everett,Astros,540,2000,9,20,OF+2,OF+2,,S,,-,1-,2-,4-Mar,8-May,12-Sep,13-14,15-17,-,18-20
195,1ST,1ST,Mike Hampton,Astros,470,2000,3,7,Starter,Starter,,L,,7-Jun,5-Jan,14-Aug,15-16,17-18,19-20,-,-,-,-
196,1ST,1ST,Richard Hidalgo,Astros,200,2000,7,15,LF-RF+1,LF-RF+1,,R,,-,-,1-,4-Feb,12-May,13-,14-,15-17,-,18-20
197,1ST,1ST,Stan Javier,Astros,200,2000,8,20,LF-RF+1,LF-RF+1,,S,,-,-,4-Jan,5-,8-Jun,17-Sep,18-19,20-,-,-
198,1ST,1ST,Jose Lima,Astros,460,2000,3,7,Starter,Starter,,R,,9-Jun,5-Jan,13-Oct,14-17,-,18-19,-,20-,-,-
199,1ST,1ST,Jay Powell,Astros,70,2000,4,1,Reliever,Reliever,,R,,9-Jul,6-Jan,12-Oct,13-14,15-16,17-19,-,20-,-,-
200,1ST,1ST,Shane Reynolds,Astros,470,2000,3,7,Starter,Starter,,R,,8-Jul,6-Jan,14-Sep,15-17,-,18-19,-,20-,-,-
201,1ST,1ST,Bill Spiers,Astros,220,2000,8,15,3B+1,3B+1,,L,,-,-,2-Jan,4-Mar,8-May,16-Sep,17-,18-,19-,20+
202,1ST,1ST,Billy Wagner,Astros,230,2000,5,1,Closer,Closer,,L,,13-Dec,11-Jan,14-15,16-18,19-,20-,-,-,-,-
203,1ST,1ST,Carlos Beltran,Royals,320,2000,7,20,OF+1,OF+1,,S,,-,1-,2-,3-,4-,13-May,14-15,16-,17-,18-20
204,1ST,1ST,Johnny Damon,Royals,360,2000,9,20,LF-RF+1,LF-RF+1,,L,,-,-,3-Jan,5-Apr,9-Jun,14-Oct,15-16,17-18,19-,20+
205,1ST,1ST,Jermaine Dye,Royals,310,2000,8,15,LF-RF+1,LF-RF+1,,R,,-,1-,3-Feb,5-Apr,8-Jun,13-Sep,-,14-16,17-,18-20
206,1ST,1ST,Carlos Febles,Royals,270,2000,8,20,2B+3,2B+3,,R,,-,2-Jan,5-Mar,-,10-Jun,14-Nov,15-16,17-18,19-,20+
207,1ST,1ST,Jeremy Giambi,Royals,170,2000,8,10,1B+0,1B+0,,L,,-,2-Jan,3-,-,9-Apr,18-Oct,-,19-,-,20+
208,1ST,1ST,Chad Kreuter,Royals,90,2000,6,10,C+7,C+7,,S,,-,1-,2-,-,9-Mar,17-Oct,-,18-19,-,20+
209,1ST,1ST,Jeff Montgomery,Royals,100,2000,4,1,Closer,Closer,,R,,5-Mar,2-Jan,11-Jun,14-Dec,15-,16-19,-,20-,-,-
210,1ST,1ST,Joe Randa,Royals,290,2000,8,15,3B+1,3B+1,,R,,-,-,1-,3-Feb,5-Apr,15-Jun,-,16-17,18-,19-20
211,1ST,1ST,Jose Rosado,Royals,450,2000,4,6,Starter,Starter,,L,,6-May,4-Jan,11-Jul,16-Dec,17-,18-19,-,20-,-,-
212,1ST,1ST,Rey Sanchez,Royals,150,2000,7,15,SS+5,SS+5,,R,,-,-,4-Jan,-,-,17-May,18-,19-,20-,-
213,1ST,1ST,Scott Service,Royals,70,2000,0,1,Reliever,Reliever,,R,,8-Jul,6-Jan,13-Sep,14-18,19-,20-,-,-,-,-
214,1ST,1ST,Tim Spehr,Royals,260,2000,7,15,C+3,C+3,,R,,-,2-Jan,-,4-Mar,14-May,-,-,15-,-,16-20
215,1ST,1ST,Jeff Suppan,Royals,460,2000,5,6,Starter,Starter,,R,,4-Mar,2-Jan,11-May,15-Dec,16-,17-19,-,20-,-,-
216,1ST,1ST,Mike Sweeney,Royals,340,2000,9,15,1B+0,1B+0,,R,,-,-,3-Jan,4-,8-May,15-Sep,-,16-18,-,19-20
217,1ST,1ST,Jay Witasick,Royals,280,2000,3,6,Starter,Starter,,R,,5-Apr,3-Jan,11-Jun,15-Dec,16-17,18-20,-,-,-,-
218,1ST,1ST,Adrian Beltre,Dodgers,310,2000,8,20,3B+2,3B+2,,R,,-,1-,3-Feb,5-Apr,9-Jun,15-Oct,16-,17-,18-,19-20
219,1ST,1ST,Pedro Borbon,Dodgers,140,2000,5,1,Reliever,Reliever,,L,,5-Apr,3-Jan,9-Jun,15-Oct,16-18,19-,-,20-,-,-
220,1ST,1ST,Kevin Brown,Dodgers,600,2000,5,7,Starter,Starter,,R,,8-Jun,5-Jan,13-Sep,14-16,17-,18-19,-,20-,-,-
221,1ST,1ST,Mark Grudzielanek,Dodgers,300,2000,9,15,SS+1,SS+1,,R,,-,1-,4-Feb,5-,7-Jun,17-Aug,-,18-,19-,20+
222,1ST,1ST,Dave Hansen,Dodgers,290,2000,10,10,1B+0 3B+0,1B+0 ,3B+0,L,,-,2-Jan,3-,5-Apr,14-Jun,15-17,-,18-19,-,20+
223,1ST,1ST,Todd Hundley,Dodgers,240,2000,6,15,C+4,C+4,,L,,-,2-Jan,-,4-Mar,11-May,12-,-,13-,-,14-20
224,1ST,1ST,Eric Karros,Dodgers,360,2000,8,15,1B+0,1B+0,,R,,-,1-,2-,4-Mar,7-May,12-Aug,13-,14-16,-,17-20
225,1ST,1ST,Raul Mondesi,Dodgers,340,2000,7,20,LF-RF+1,LF-RF+1,,R,,-,1-,2-,4-Mar,9-May,10-,13-Nov,14-,15-,16-20
226,1ST,1ST,Chan Ho Park,Dodgers,200,2000,4,6,Starter,Starter,,R,,8-Jun,5-Jan,11-Sep,14-Dec,15-17,18-19,-,20-,-,-
227,1ST,1ST,Jeff Shaw,Dodgers,200,2000,6,1,Closer,Closer,,R,,6-Apr,3-Jan,10-Jul,15-Nov,16-,17-20,-,-,-,-
228,1ST,1ST,Gary Sheffield,Dodgers,460,2000,10,15,LF-RF+0,LF-RF+0,,R,,-,-,2-Jan,5-Mar,11-Jun,17-Dec,-,-,-,18-20
229,1ST,1ST,Ismael Valdes,Dodgers,180,2000,3,6,Starter,Starter,,R,,6-May,4-Jan,11-Jul,16-Dec,-,17-18,-,19-,-,20+
